date,temperature_2m_max,temperature_2m_min,rain_sum,snowfall_sum
2004-12-31 21:00:00+00:00,10.563,7.363,3.5,0.0
2005-01-01 21:00:00+00:00,7.813,4.713,2.8000002,0.0
2005-01-02 21:00:00+00:00,8.613,2.263,0.1,0.0
2005-01-03 21:00:00+00:00,6.763,2.463,6.7000003,0.0
2005-01-04 21:00:00+00:00,9.662999,4.363,0.1,0.0
2005-01-05 21:00:00+00:00,10.662999,6.713,0.0,0.0
2005-01-06 21:00:00+00:00,8.763,6.213,2.8999999,0.0
2005-01-07 21:00:00+00:00,9.212999,5.013,0.0,0.0
2005-01-08 21:00:00+00:00,9.763,3.013,0.0,0.0
2005-01-09 21:00:00+00:00,11.563,6.113,0.0,0.0
2005-01-10 21:00:00+00:00,9.662999,2.813,0.0,0.0
2005-01-11 21:00:00+00:00,9.563,2.863,0.0,0.0
2005-01-12 21:00:00+00:00,8.863,4.463,0.0,0.0
2005-01-13 21:00:00+00:00,8.863,4.263,1.2,0.0
2005-01-14 21:00:00+00:00,6.313,5.163,11.900001,0.0
2005-01-15 21:00:00+00:00,6.463,5.163,12.8,0.0
2005-01-16 21:00:00+00:00,7.513,6.363,7.499999,0.0
2005-01-17 21:00:00+00:00,7.863,6.563,0.70000005,0.0
2005-01-18 21:00:00+00:00,9.162999,4.513,0.0,0.0
2005-01-19 21:00:00+00:00,10.813,5.063,0.0,0.0
2005-01-20 21:00:00+00:00,12.313,6.113,0.0,0.0
2005-01-21 21:00:00+00:00,10.662999,4.713,9.8,0.0
2005-01-22 21:00:00+00:00,6.513,3.313,0.1,0.0
2005-01-23 21:00:00+00:00,6.713,1.213,0.2,0.0
2005-01-24 21:00:00+00:00,12.462999,5.713,0.90000004,0.0
2005-01-25 21:00:00+00:00,14.363,10.613,0.0,0.0
2005-01-26 21:00:00+00:00,12.013,9.412999,16.1,0.0
2005-01-27 21:00:00+00:00,11.613,8.263,9.299999,0.0
2005-01-28 21:00:00+00:00,11.263,8.263,28.800001,0.0
2005-01-29 21:00:00+00:00,9.263,0.763,10.200002,0.48999998
2005-01-30 21:00:00+00:00,1.913,-0.13700001,0.0,0.28
2005-01-31 21:00:00+00:00,4.963,-0.037,0.0,0.0
2005-02-01 21:00:00+00:00,5.213,3.463,3.4,0.0
2005-02-02 21:00:00+00:00,7.563,3.813,13.299999,0.0
2005-02-03 21:00:00+00:00,7.863,2.413,14.6,0.14
2005-02-04 21:00:00+00:00,4.463,1.813,10.2,0.42
2005-02-05 21:00:00+00:00,1.713,0.013,1.5000002,5.25
2005-02-06 21:00:00+00:00,2.463,0.41300002,3.6,7.5600004
2005-02-07 21:00:00+00:00,3.363,1.013,1.3000002,0.14
2005-02-08 21:00:00+00:00,3.563,0.61300004,1.4000001,0.91
2005-02-09 21:00:00+00:00,3.813,0.663,0.0,0.0
2005-02-10 21:00:00+00:00,3.213,-0.087,0.0,0.49
2005-02-11 21:00:00+00:00,4.213,-1.687,0.0,0.0
2005-02-12 21:00:00+00:00,10.412999,3.113,0.3,0.0
2005-02-13 21:00:00+00:00,13.162999,9.513,0.3,0.0
2005-02-14 21:00:00+00:00,14.613,8.863,1.7,0.0
2005-02-15 21:00:00+00:00,12.063,7.463,5.3999996,0.0
2005-02-16 21:00:00+00:00,11.662999,7.463,2.1,0.0
2005-02-17 21:00:00+00:00,8.363,5.213,8.0,0.0
2005-02-18 21:00:00+00:00,7.613,2.363,0.0,0.0
2005-02-19 21:00:00+00:00,8.212999,4.113,4.0,0.0
2005-02-20 21:00:00+00:00,11.212999,3.663,0.90000004,0.0
2005-02-21 21:00:00+00:00,12.613,7.613,0.0,0.0
2005-02-22 21:00:00+00:00,12.813,7.713,2.7,0.0
2005-02-23 21:00:00+00:00,12.863,7.863,0.0,0.0
2005-02-24 21:00:00+00:00,12.363,7.813,0.0,0.0
2005-02-25 21:00:00+00:00,11.813,8.013,4.5,0.0
2005-02-26 21:00:00+00:00,13.412999,9.712999,4.5,0.0
2005-02-27 21:00:00+00:00,9.613,2.763,4.0000005,0.0
2005-02-28 21:00:00+00:00,3.563,2.163,1.6000001,1.33
2005-03-01 21:00:00+00:00,4.263,1.863,9.200001,4.8300004
2005-03-02 21:00:00+00:00,4.663,3.163,3.1999998,0.0
2005-03-03 21:00:00+00:00,7.463,1.813,0.0,0.0
2005-03-04 21:00:00+00:00,11.712999,2.663,0.1,0.0
2005-03-05 21:00:00+00:00,11.412999,9.513,9.099999,0.0
2005-03-06 21:00:00+00:00,12.513,4.613,0.0,0.0
2005-03-07 21:00:00+00:00,7.163,1.713,6.4,0.77
2005-03-08 21:00:00+00:00,6.063,0.86300004,0.0,0.0
2005-03-09 21:00:00+00:00,6.563,0.41300002,2.5,0.07
2005-03-10 21:00:00+00:00,3.363,-0.88699996,0.0,0.28
2005-03-11 21:00:00+00:00,8.712999,-1.687,0.0,0.0
2005-03-12 21:00:00+00:00,12.613,7.563,0.0,0.0
2005-03-13 21:00:00+00:00,10.113,6.813,7.9,0.0
2005-03-14 21:00:00+00:00,10.863,4.163,0.0,0.0
2005-03-15 21:00:00+00:00,10.513,5.013,0.0,0.0
2005-03-16 21:00:00+00:00,11.462999,5.013,0.0,0.0
2005-03-17 21:00:00+00:00,13.962999,8.212999,1.4000001,0.0
2005-03-18 21:00:00+00:00,15.363,7.963,0.90000004,0.0
2005-03-19 21:00:00+00:00,6.613,1.913,1.2,0.0
2005-03-20 21:00:00+00:00,6.763,1.063,0.0,0.0
2005-03-21 21:00:00+00:00,8.613,2.513,0.0,0.0
2005-03-22 21:00:00+00:00,10.212999,2.863,0.0,0.0
2005-03-23 21:00:00+00:00,11.412999,2.663,0.0,0.0
2005-03-24 21:00:00+00:00,14.162999,3.063,0.0,0.0
2005-03-25 21:00:00+00:00,13.513,5.763,0.0,0.0
2005-03-26 21:00:00+00:00,15.662999,10.863,0.0,0.0
2005-03-27 21:00:00+00:00,18.213001,13.662999,0.2,0.0
2005-03-28 21:00:00+00:00,14.712999,8.863,13.000001,0.0
2005-03-29 21:00:00+00:00,11.662999,7.263,0.0,0.0
2005-03-30 21:00:00+00:00,7.913,5.763,0.0,0.0
2005-03-31 21:00:00+00:00,6.163,4.563,0.6,0.0
2005-04-01 21:00:00+00:00,6.413,3.813,0.3,0.0
2005-04-02 21:00:00+00:00,7.663,4.013,0.1,0.0
2005-04-03 21:00:00+00:00,8.763,1.513,0.0,0.0
2005-04-04 21:00:00+00:00,10.212999,4.363,0.0,0.0
2005-04-05 21:00:00+00:00,11.613,4.363,0.0,0.0
2005-04-06 21:00:00+00:00,12.162999,5.563,0.0,0.0
2005-04-07 21:00:00+00:00,15.212999,5.863,0.0,0.0
2005-04-08 21:00:00+00:00,16.513,7.263,0.0,0.0
2005-04-09 21:00:00+00:00,19.413,9.162999,0.0,0.0
2005-04-10 21:00:00+00:00,20.463001,10.363,0.0,0.0
2005-04-11 21:00:00+00:00,15.513,10.412999,0.0,0.0
2005-04-12 21:00:00+00:00,15.063,9.712999,0.0,0.0
2005-04-13 21:00:00+00:00,16.263,12.613,0.0,0.0
2005-04-14 21:00:00+00:00,16.413,12.462999,0.4,0.0
2005-04-15 21:00:00+00:00,17.763,12.962999,0.6,0.0
2005-04-16 21:00:00+00:00,20.913,13.412999,0.0,0.0
2005-04-17 21:00:00+00:00,17.413,13.462999,0.0,0.0
2005-04-18 21:00:00+00:00,16.463001,12.263,0.0,0.0
2005-04-19 21:00:00+00:00,17.913,13.013,0.0,0.0
2005-04-20 21:00:00+00:00,19.563,14.013,0.0,0.0
2005-04-21 21:00:00+00:00,15.763,12.513,0.3,0.0
2005-04-22 21:00:00+00:00,12.162999,9.412999,12.200001,0.0
2005-04-23 21:00:00+00:00,14.813,8.263,0.0,0.0
2005-04-24 21:00:00+00:00,16.263,7.663,0.0,0.0
2005-04-25 21:00:00+00:00,17.563,8.412999,0.0,0.0
2005-04-26 21:00:00+00:00,17.113,11.113,0.2,0.0
2005-04-27 21:00:00+00:00,16.913,11.113,0.0,0.0
2005-04-28 21:00:00+00:00,13.462999,10.863,10.0,0.0
2005-04-29 21:00:00+00:00,13.212999,9.912999,11.4,0.0
2005-04-30 21:00:00+00:00,14.763,9.513,0.2,0.0
2005-05-01 21:00:00+00:00,16.913,9.462999,0.0,0.0
2005-05-02 21:00:00+00:00,15.363,11.513,0.8,0.0
2005-05-03 21:00:00+00:00,16.713001,9.662999,0.0,0.0
2005-05-04 21:00:00+00:00,19.063,10.063,0.0,0.0
2005-05-05 21:00:00+00:00,20.313,16.063,0.0,0.0
2005-05-06 21:00:00+00:00,21.813,15.712999,0.0,0.0
2005-05-07 21:00:00+00:00,17.613,13.162999,3.7,0.0
2005-05-08 21:00:00+00:00,18.863,13.563,0.0,0.0
2005-05-09 21:00:00+00:00,19.213001,10.962999,0.0,0.0
2005-05-10 21:00:00+00:00,19.713001,12.412999,0.0,0.0
2005-05-11 21:00:00+00:00,19.613,13.063,0.0,0.0
2005-05-12 21:00:00+00:00,17.763,12.712999,0.0,0.0
2005-05-13 21:00:00+00:00,17.913,11.962999,0.0,0.0
2005-05-14 21:00:00+00:00,19.413,11.712999,0.0,0.0
2005-05-15 21:00:00+00:00,18.663,11.513,0.0,0.0
2005-05-16 21:00:00+00:00,20.113,11.912999,0.0,0.0
2005-05-17 21:00:00+00:00,20.913,12.513,0.0,0.0
2005-05-18 21:00:00+00:00,24.413,13.113,0.0,0.0
2005-05-19 21:00:00+00:00,21.513,14.513,0.0,0.0
2005-05-20 21:00:00+00:00,18.163,14.212999,1.8,0.0
2005-05-21 21:00:00+00:00,18.413,14.063,3.8999999,0.0
2005-05-22 21:00:00+00:00,18.713001,15.412999,0.6,0.0
2005-05-23 21:00:00+00:00,19.113,14.912999,0.5,0.0
2005-05-24 21:00:00+00:00,20.913,14.563,0.0,0.0
2005-05-25 21:00:00+00:00,20.913,14.412999,0.1,0.0
2005-05-26 21:00:00+00:00,21.563,15.013,0.7,0.0
2005-05-27 21:00:00+00:00,20.413,15.662999,0.0,0.0
2005-05-28 21:00:00+00:00,21.363,15.712999,0.0,0.0
2005-05-29 21:00:00+00:00,21.613,15.712999,0.0,0.0
2005-05-30 21:00:00+00:00,22.063,16.413,0.0,0.0
2005-05-31 21:00:00+00:00,20.913,16.013,1.4,0.0
2005-06-01 21:00:00+00:00,20.813,16.713001,0.3,0.0
2005-06-02 21:00:00+00:00,21.763,15.212999,0.0,0.0
2005-06-03 21:00:00+00:00,21.713001,15.363,0.0,0.0
2005-06-04 21:00:00+00:00,22.513,15.313,0.0,0.0
2005-06-05 21:00:00+00:00,23.663,15.363,0.0,0.0
2005-06-06 21:00:00+00:00,25.463001,14.813,0.0,0.0
2005-06-07 21:00:00+00:00,24.563,17.613,0.0,0.0
2005-06-08 21:00:00+00:00,22.613,15.863,0.0,0.0
2005-06-09 21:00:00+00:00,21.563,17.263,0.0,0.0
2005-06-10 21:00:00+00:00,19.813,16.713001,2.2,0.0
2005-06-11 21:00:00+00:00,22.313,14.313,0.0,0.0
2005-06-12 21:00:00+00:00,23.113,14.912999,0.0,0.0
2005-06-13 21:00:00+00:00,22.063,17.563,0.1,0.0
2005-06-14 21:00:00+00:00,24.363,17.513,0.0,0.0
2005-06-15 21:00:00+00:00,26.613,17.313,0.0,0.0
2005-06-16 21:00:00+00:00,28.063,19.313,0.0,0.0
2005-06-17 21:00:00+00:00,26.613,18.513,0.0,0.0
2005-06-18 21:00:00+00:00,22.663,19.513,1.0,0.0
2005-06-19 21:00:00+00:00,23.613,16.463001,0.0,0.0
2005-06-20 21:00:00+00:00,24.163,17.963001,0.1,0.0
2005-06-21 21:00:00+00:00,24.263,17.413,0.1,0.0
2005-06-22 21:00:00+00:00,25.913,17.463001,0.0,0.0
2005-06-23 21:00:00+00:00,22.913,18.113,2.3,0.0
2005-06-24 21:00:00+00:00,23.963001,17.363,0.6,0.0
2005-06-25 21:00:00+00:00,25.963001,17.863,0.0,0.0
2005-06-26 21:00:00+00:00,27.013,18.363,0.0,0.0
2005-06-27 21:00:00+00:00,26.013,19.563,0.1,0.0
2005-06-28 21:00:00+00:00,25.613,19.163,0.0,0.0
2005-06-29 21:00:00+00:00,26.863,18.013,0.0,0.0
2005-06-30 21:00:00+00:00,27.263,22.663,0.0,0.0
2005-07-01 21:00:00+00:00,28.763,21.163,0.0,0.0
2005-07-02 21:00:00+00:00,26.913,21.163,0.0,0.0
2005-07-03 21:00:00+00:00,22.513,19.863,34.999996,0.0
2005-07-04 21:00:00+00:00,23.613,19.713001,12.2,0.0
2005-07-05 21:00:00+00:00,25.413,17.213001,0.0,0.0
2005-07-06 21:00:00+00:00,27.763,18.363,0.0,0.0
2005-07-07 21:00:00+00:00,26.263,20.363,0.0,0.0
2005-07-08 21:00:00+00:00,26.313,19.863,0.0,0.0
2005-07-09 21:00:00+00:00,26.963001,19.713001,0.0,0.0
2005-07-10 21:00:00+00:00,27.713001,20.313,0.0,0.0
2005-07-11 21:00:00+00:00,29.013,21.163,0.0,0.0
2005-07-12 21:00:00+00:00,26.063,21.963001,0.0,0.0
2005-07-13 21:00:00+00:00,25.713001,21.163,0.1,0.0
2005-07-14 21:00:00+00:00,24.163,21.063,5.299999,0.0
2005-07-15 21:00:00+00:00,24.163,20.513,19.3,0.0
2005-07-16 21:00:00+00:00,26.413,18.963001,0.0,0.0
2005-07-17 21:00:00+00:00,26.763,22.263,0.0,0.0
2005-07-18 21:00:00+00:00,28.013,19.963001,0.0,0.0
2005-07-19 21:00:00+00:00,28.763,21.413,0.0,0.0
2005-07-20 21:00:00+00:00,28.113,21.713001,0.0,0.0
2005-07-21 21:00:00+00:00,27.163,21.613,0.0,0.0
2005-07-22 21:00:00+00:00,27.563,21.713001,0.0,0.0
2005-07-23 21:00:00+00:00,27.463001,20.513,0.0,0.0
2005-07-24 21:00:00+00:00,26.663,22.013,0.0,0.0
2005-07-25 21:00:00+00:00,27.613,20.963001,0.0,0.0
2005-07-26 21:00:00+00:00,27.363,21.213001,0.0,0.0
2005-07-27 21:00:00+00:00,27.613,22.313,0.0,0.0
2005-07-28 21:00:00+00:00,29.313,23.513,0.0,0.0
2005-07-29 21:00:00+00:00,28.813,23.413,0.0,0.0
2005-07-30 21:00:00+00:00,29.013,23.363,0.0,0.0
2005-07-31 21:00:00+00:00,29.963001,23.113,0.0,0.0
2005-08-01 21:00:00+00:00,30.613,23.163,0.0,0.0
2005-08-02 21:00:00+00:00,30.913,23.613,0.0,0.0
2005-08-03 21:00:00+00:00,31.713001,23.113,0.0,0.0
2005-08-04 21:00:00+00:00,30.663,23.613,0.0,0.0
2005-08-05 21:00:00+00:00,27.913,23.713001,0.5,0.0
2005-08-06 21:00:00+00:00,26.113,21.613,7.2000003,0.0
2005-08-07 21:00:00+00:00,28.313,22.913,0.0,0.0
2005-08-08 21:00:00+00:00,24.263,21.413,0.0,0.0
2005-08-09 21:00:00+00:00,25.263,21.963001,0.2,0.0
2005-08-10 21:00:00+00:00,26.663,21.163,0.0,0.0
2005-08-11 21:00:00+00:00,28.513,20.663,0.0,0.0
2005-08-12 21:00:00+00:00,31.913,21.213001,0.0,0.0
2005-08-13 21:00:00+00:00,30.763,23.463001,0.0,0.0
2005-08-14 21:00:00+00:00,28.863,23.413,0.2,0.0
2005-08-15 21:00:00+00:00,28.763,22.913,0.0,0.0
2005-08-16 21:00:00+00:00,28.563,22.113,0.0,0.0
2005-08-17 21:00:00+00:00,26.513,21.863,0.0,0.0
2005-08-18 21:00:00+00:00,25.763,21.813,0.6,0.0
2005-08-19 21:00:00+00:00,26.813,20.563,0.0,0.0
2005-08-20 21:00:00+00:00,25.863,21.113,0.5,0.0
2005-08-21 21:00:00+00:00,28.113,21.613,0.0,0.0
2005-08-22 21:00:00+00:00,27.363,21.563,0.0,0.0
2005-08-23 21:00:00+00:00,26.663,20.913,0.0,0.0
2005-08-24 21:00:00+00:00,27.063,22.313,0.1,0.0
2005-08-25 21:00:00+00:00,27.963001,22.063,0.0,0.0
2005-08-26 21:00:00+00:00,27.963001,22.263,0.0,0.0
2005-08-27 21:00:00+00:00,28.663,22.263,0.0,0.0
2005-08-28 21:00:00+00:00,28.463001,22.813,0.0,0.0
2005-08-29 21:00:00+00:00,29.063,23.063,0.0,0.0
2005-08-30 21:00:00+00:00,28.313,22.813,0.0,0.0
2005-08-31 21:00:00+00:00,27.313,22.713001,0.1,0.0
2005-09-01 21:00:00+00:00,26.013,20.763,0.0,0.0
2005-09-02 21:00:00+00:00,21.563,17.813,5.0000005,0.0
2005-09-03 21:00:00+00:00,20.563,16.713001,3.6000001,0.0
2005-09-04 21:00:00+00:00,24.013,17.413,0.6,0.0
2005-09-05 21:00:00+00:00,25.413,19.663,0.0,0.0
2005-09-06 21:00:00+00:00,25.663,19.813,0.0,0.0
2005-09-07 21:00:00+00:00,25.363,20.413,0.0,0.0
2005-09-08 21:00:00+00:00,25.013,20.213001,0.0,0.0
2005-09-09 21:00:00+00:00,25.263,19.363,0.0,0.0
2005-09-10 21:00:00+00:00,25.863,17.113,0.0,0.0
2005-09-11 21:00:00+00:00,26.663,19.413,0.0,0.0
2005-09-12 21:00:00+00:00,27.363,18.413,0.0,0.0
2005-09-13 21:00:00+00:00,27.413,19.813,0.0,0.0
2005-09-14 21:00:00+00:00,25.563,20.363,0.0,0.0
2005-09-15 21:00:00+00:00,24.913,21.113,0.0,0.0
2005-09-16 21:00:00+00:00,24.763,19.363,0.0,0.0
2005-09-17 21:00:00+00:00,26.563,20.163,0.0,0.0
2005-09-18 21:00:00+00:00,28.363,20.063,0.0,0.0
2005-09-19 21:00:00+00:00,24.013,20.413,2.1,0.0
2005-09-20 21:00:00+00:00,24.163,19.563,0.1,0.0
2005-09-21 21:00:00+00:00,20.963001,18.363,13.099999,0.0
2005-09-22 21:00:00+00:00,21.513,17.463001,5.7,0.0
2005-09-23 21:00:00+00:00,21.213001,16.213001,0.0,0.0
2005-09-24 21:00:00+00:00,20.963001,17.363,2.6,0.0
2005-09-25 21:00:00+00:00,21.063,17.863,2.9,0.0
2005-09-26 21:00:00+00:00,20.413,17.963001,5.9999995,0.0
2005-09-27 21:00:00+00:00,20.363,17.463001,6.3999996,0.0
2005-09-28 21:00:00+00:00,18.763,16.763,25.899998,0.0
2005-09-29 21:00:00+00:00,21.263,15.212999,0.0,0.0
2005-09-30 21:00:00+00:00,23.513,18.113,0.0,0.0
2005-10-01 21:00:00+00:00,22.513,17.763,13.5,0.0
2005-10-02 21:00:00+00:00,20.863,17.163,0.2,0.0
2005-10-03 21:00:00+00:00,21.913,17.663,0.0,0.0
2005-10-04 21:00:00+00:00,21.163,17.863,0.0,0.0
2005-10-05 21:00:00+00:00,20.813,17.113,0.0,0.0
2005-10-06 21:00:00+00:00,18.163,15.363,0.0,0.0
2005-10-07 21:00:00+00:00,19.463001,15.313,0.0,0.0
2005-10-08 21:00:00+00:00,20.213001,16.313,0.0,0.0
2005-10-09 21:00:00+00:00,19.113,15.863,1.1,0.0
2005-10-10 21:00:00+00:00,17.713001,14.912999,4.0,0.0
2005-10-11 21:00:00+00:00,16.563,14.363,2.5000002,0.0
2005-10-12 21:00:00+00:00,18.363,13.712999,0.0,0.0
2005-10-13 21:00:00+00:00,18.313,14.263,0.0,0.0
2005-10-14 21:00:00+00:00,16.263,13.063,5.8,0.0
2005-10-15 21:00:00+00:00,15.763,11.813,7.6,0.0
2005-10-16 21:00:00+00:00,12.412999,9.962999,5.5999994,0.0
2005-10-17 21:00:00+00:00,13.513,10.013,0.4,0.0
2005-10-18 21:00:00+00:00,12.613,9.613,2.4999998,0.0
2005-10-19 21:00:00+00:00,14.162999,11.363,0.5,0.0
2005-10-20 21:00:00+00:00,15.013,9.363,0.0,0.0
2005-10-21 21:00:00+00:00,17.113,9.313,0.0,0.0
2005-10-22 21:00:00+00:00,18.963001,11.912999,0.0,0.0
2005-10-23 21:00:00+00:00,18.763,12.712999,0.0,0.0
2005-10-24 21:00:00+00:00,17.713001,14.162999,0.0,0.0
2005-10-25 21:00:00+00:00,18.513,13.563,0.0,0.0
2005-10-26 21:00:00+00:00,18.013,11.412999,0.0,0.0
2005-10-27 21:00:00+00:00,16.063,11.412999,0.0,0.0
2005-10-28 21:00:00+00:00,12.162999,9.563,5.9999995,0.0
2005-10-29 21:00:00+00:00,11.613,9.363,6.7000003,0.0
2005-10-30 21:00:00+00:00,10.863,8.763,9.999999,0.0
2005-10-31 21:00:00+00:00,10.363,7.663,0.3,0.0
2005-11-01 21:00:00+00:00,8.063,6.413,6.3999996,0.0
2005-11-02 21:00:00+00:00,11.912999,7.113,2.2,0.0
2005-11-03 21:00:00+00:00,11.763,9.113,7.499999,0.0
2005-11-04 21:00:00+00:00,11.763,10.363,3.8,0.0
2005-11-05 21:00:00+00:00,12.363,10.462999,3.5000002,0.0
2005-11-06 21:00:00+00:00,12.912999,10.613,0.0,0.0
2005-11-07 21:00:00+00:00,13.412999,9.912999,0.0,0.0
2005-11-08 21:00:00+00:00,14.113,10.863,0.0,0.0
2005-11-09 21:00:00+00:00,14.212999,10.763,0.0,0.0
2005-11-10 21:00:00+00:00,13.563,10.662999,0.0,0.0
2005-11-11 21:00:00+00:00,11.513,9.962999,0.3,0.0
2005-11-12 21:00:00+00:00,11.412999,9.813,5.5,0.0
2005-11-13 21:00:00+00:00,11.962999,9.763,2.8999999,0.0
2005-11-14 21:00:00+00:00,11.412999,8.912999,0.3,0.0
2005-11-15 21:00:00+00:00,13.863,6.613,0.0,0.0
2005-11-16 21:00:00+00:00,18.113,13.712999,1.8,0.0
2005-11-17 21:00:00+00:00,13.462999,12.013,15.100001,0.0
2005-11-18 21:00:00+00:00,15.263,7.813,5.7,0.0
2005-11-19 21:00:00+00:00,7.713,3.563,21.699999,0.35
2005-11-20 21:00:00+00:00,5.263,2.063,1.9000002,0.0
2005-11-21 21:00:00+00:00,7.713,0.713,0.1,0.0
2005-11-22 21:00:00+00:00,8.212999,5.913,8.4,0.0
2005-11-23 21:00:00+00:00,12.313,8.263,5.2999997,0.0
2005-11-24 21:00:00+00:00,15.763,11.462999,20.8,0.0
2005-11-25 21:00:00+00:00,13.863,9.763,0.0,0.0
2005-11-26 21:00:00+00:00,16.413,10.113,7.1,0.0
2005-11-27 21:00:00+00:00,17.313,11.363,0.0,0.0
2005-11-28 21:00:00+00:00,14.412999,10.563,1.4000001,0.0
2005-11-29 21:00:00+00:00,13.763,7.663,0.0,0.0
2005-11-30 21:00:00+00:00,14.613,11.513,0.5,0.0
2005-12-01 21:00:00+00:00,16.963001,10.613,3.0,0.0
2005-12-02 21:00:00+00:00,12.513,8.912999,10.000001,0.0
2005-12-03 21:00:00+00:00,15.162999,10.513,1.6000001,0.0
2005-12-04 21:00:00+00:00,12.962999,7.613,0.5,0.0
2005-12-05 21:00:00+00:00,14.313,8.763,0.0,0.0
2005-12-06 21:00:00+00:00,16.163,14.113,0.0,0.0
2005-12-07 21:00:00+00:00,15.763,8.263,7.0000005,0.0
2005-12-08 21:00:00+00:00,10.712999,5.913,0.0,0.0
2005-12-09 21:00:00+00:00,10.712999,7.913,0.0,0.0
2005-12-10 21:00:00+00:00,9.813,8.763,0.6,0.0
2005-12-11 21:00:00+00:00,8.912999,7.763,0.0,0.0
2005-12-12 21:00:00+00:00,9.863,7.263,0.0,0.0
2005-12-13 21:00:00+00:00,9.613,7.613,0.2,0.0
2005-12-14 21:00:00+00:00,9.662999,8.063,1.9000001,0.0
2005-12-15 21:00:00+00:00,8.662999,5.663,9.8,0.0
2005-12-16 21:00:00+00:00,13.763,6.313,4.2,0.0
2005-12-17 21:00:00+00:00,11.912999,3.113,41.4,0.35000002
2005-12-18 21:00:00+00:00,4.363,1.363,9.100001,3.2199998
2005-12-19 21:00:00+00:00,3.813,0.663,0.0,0.0
2005-12-20 21:00:00+00:00,5.013,0.41300002,0.0,0.0
2005-12-21 21:00:00+00:00,5.563,1.613,3.1,0.07
2005-12-22 21:00:00+00:00,3.813,1.363,3.0000002,0.07
2005-12-23 21:00:00+00:00,4.063,1.513,5.5,0.77
2005-12-24 21:00:00+00:00,7.363,-0.537,0.9,0.0
2005-12-25 21:00:00+00:00,9.662999,6.113,1.0,0.0
2005-12-26 21:00:00+00:00,11.712999,8.162999,0.3,0.0
2005-12-27 21:00:00+00:00,13.212999,10.662999,0.2,0.0
2005-12-28 21:00:00+00:00,13.962999,10.013,1.3000001,0.0
2005-12-29 21:00:00+00:00,13.763,9.563,0.5,0.0
2005-12-30 21:00:00+00:00,11.363,6.563,12.999999,0.0
2005-12-31 21:00:00+00:00,10.113,4.463,0.0,0.0
2006-01-01 21:00:00+00:00,11.763,5.313,0.0,0.0
2006-01-02 21:00:00+00:00,13.513,8.513,0.0,0.0
2006-01-03 21:00:00+00:00,12.212999,7.863,0.2,0.0
2006-01-04 21:00:00+00:00,11.013,8.363,1.3000001,0.0
2006-01-05 21:00:00+00:00,11.962999,6.113,0.1,0.0
2006-01-06 21:00:00+00:00,7.713,3.763,3.3000004,0.0
2006-01-07 21:00:00+00:00,5.663,3.263,5.8000007,0.0
2006-01-08 21:00:00+00:00,4.863,3.613,3.9,0.0
2006-01-09 21:00:00+00:00,5.563,3.313,1.5000001,0.0
2006-01-10 21:00:00+00:00,5.463,3.213,0.3,0.0
2006-01-11 21:00:00+00:00,6.063,3.913,2.3999999,0.0
2006-01-12 21:00:00+00:00,6.063,3.463,0.4,0.0
2006-01-13 21:00:00+00:00,4.763,3.113,0.4,0.0
2006-01-14 21:00:00+00:00,5.713,3.613,0.0,0.0
2006-01-15 21:00:00+00:00,5.913,3.413,0.0,0.0
2006-01-16 21:00:00+00:00,5.413,0.963,0.0,0.0
2006-01-17 21:00:00+00:00,8.363,3.413,0.0,0.0
2006-01-18 21:00:00+00:00,9.013,4.063,20.500002,0.84000003
2006-01-19 21:00:00+00:00,3.913,0.463,2.1000001,0.35
2006-01-20 21:00:00+00:00,6.713,0.063,0.0,0.0
2006-01-21 21:00:00+00:00,6.913,3.113,0.6,0.0
2006-01-22 21:00:00+00:00,3.613,-1.387,0.70000005,3.1500008
2006-01-23 21:00:00+00:00,0.913,-1.337,0.0,3.8500004
2006-01-24 21:00:00+00:00,1.263,0.31300002,0.7999998,10.500001
2006-01-25 21:00:00+00:00,1.063,-0.587,0.6,4.690001
2006-01-26 21:00:00+00:00,1.613,-0.537,0.40000004,2.03
2006-01-27 21:00:00+00:00,3.213,-2.537,0.0,0.0
2006-01-28 21:00:00+00:00,3.213,-3.887,0.0,0.0
2006-01-29 21:00:00+00:00,4.513,-2.687,0.0,0.0
2006-01-30 21:00:00+00:00,5.813,-1.337,0.0,0.0
2006-01-31 21:00:00+00:00,7.963,-1.537,0.0,0.0
2006-02-01 21:00:00+00:00,7.663,3.463,0.0,0.0
2006-02-02 21:00:00+00:00,7.163,0.563,0.0,0.0
2006-02-03 21:00:00+00:00,7.263,0.713,0.0,0.0
2006-02-04 21:00:00+00:00,5.063,2.063,1.8000001,0.0
2006-02-05 21:00:00+00:00,3.763,0.763,9.5,9.59
2006-02-06 21:00:00+00:00,1.313,0.213,0.19999999,6.5100017
2006-02-07 21:00:00+00:00,2.463,1.363,3.0,0.90999997
2006-02-08 21:00:00+00:00,3.713,-0.537,0.1,0.0
2006-02-09 21:00:00+00:00,7.163,1.513,20.2,0.0
2006-02-10 21:00:00+00:00,6.513,2.013,7.6000004,2.4499998
2006-02-11 21:00:00+00:00,5.163,-0.33699998,2.1,0.56
2006-02-12 21:00:00+00:00,3.563,0.563,2.0000002,0.56
2006-02-13 21:00:00+00:00,3.113,0.013,0.4,0.7
2006-02-14 21:00:00+00:00,1.563,-2.187,0.0,2.5200002
2006-02-15 21:00:00+00:00,5.063,-2.687,0.0,0.0
